continent,country,year,pop,perc_urban_pop,gdp_per_capita
Americas,St. Vincent and the Grenadines,2007,111531,45.70344,13738.57139
Americas,St. Vincent and the Grenadines,2012,108736,46.30631,13397.9633
Americas,St. Vincent and the Grenadines,2017,105663,46.93929,15533.22128
Americas,Suriname,1962,283912,64.59587,9218.36662
Americas,Suriname,1967,342679,65.87833,10420.91409
Americas,Suriname,1972,397413,65.94745,12651.72929
Americas,Suriname,1977,385067,66.01395,17173.28666
Americas,Suriname,1982,376555,66.10341,16316.66476
Americas,Suriname,1987,396911,66.26262,15517.20726
Americas,Suriname,1992,417589,66.45396,16436.78717
Americas,Suriname,1997,448067,66.62718,16024.00537
Americas,Suriname,2002,496551,66.73205,16306.29235
Americas,Suriname,2007,531016,66.64332,20733.97283
Americas,Suriname,2012,562633,66.31326,24193.84124
Americas,Suriname,2017,593713,66.10465,22070.51376
Americas,Trinidad and Tobago,1962,880194,19.50169,10703.07694
Americas,Trinidad and Tobago,1967,956418,32.07794,11385.99059
Americas,Trinidad and Tobago,1972,1014921,42.24089,12632.42242
Americas,Trinidad and Tobago,1977,1079554,49.9888,13994.44857
Americas,Trinidad and Tobago,1982,1147927,52.97627,17533.23219
Americas,Trinidad and Tobago,1987,1217364,54.36915,13580.486
Americas,Trinidad and Tobago,1992,1271674,55.33526,14557.02048
Americas,Trinidad and Tobago,1997,1305836,55.84902,16797.22897
Americas,Trinidad and Tobago,2002,1332011,55.82981,22538.64603
Americas,Trinidad and Tobago,2007,1365377,54.9393,35087.40934
Americas,Trinidad and Tobago,2012,1403809,53.92541,36950.80796
Americas,Trinidad and Tobago,2017,1445261,53.92932,34153.88426
Americas,United States,1962,186724272,70.92353,21382.52673
Americas,United States,1967,200699911,72.99035,24801.63958
Americas,United States,1972,212842573,73.56281,26661.84381
Americas,United States,1977,223259419,73.65398,28333.16881
Americas,United States,1982,234583152,73.90355,31146.12718
Americas,United States,1987,246161291,74.65351,40010.17292
Americas,United States,1992,259606019,75.89433,45911.95369
Americas,United States,1997,273468013,78.08558,51002.72006
Americas,United States,2002,287084338,79.5461,56127.43794
Americas,United States,2007,301844226,80.51532,61578.56309
Americas,United States,2012,317115355,80.68375,61134.53061
Americas,United States,2017,332204660,80.40187,66155.55557
Americas,Uruguay,1962,2593298,80.57157,9080.24305
Americas,Uruguay,1967,2732277,81.48224,8594.62228
Americas,Uruguay,1972,2821644,82.34476,8880.64976
Americas,Uruguay,1977,2909461,83.68392,10025.85335
Americas,Uruguay,1982,2975492,85.92519,11385.93768
Americas,Uruguay,1987,3049896,87.96879,12952.07814
Americas,Uruguay,1992,3139702,89.78066,15438.09444
Americas,Uruguay,1997,3223345,90.95272,18602.64219
Americas,Uruguay,2002,3278867,91.48861,16412.79634
Americas,Uruguay,2007,3295153,92.96037,20707.35148
Americas,Uruguay,2012,3335401,94.76066,26953.28111
Americas,Uruguay,2017,3388438,95.22882,29762.43332
Americas,Venezuela,1962,8756870,63.79268,12018.89252
Americas,Venezuela,1967,10358513,68.97243,12241.02814
Americas,Venezuela,1972,12099180,73.59878,12517.24144
Americas,Venezuela,1977,14006812,77.30151,13779.18179
Americas,Venezuela,1982,16121874,80.33137,12381.5545
Americas,Venezuela,1987,18394963,82.69947,11964.23105
Americas,Venezuela,1992,20780948,84.87664,13146.05685
Americas,Venezuela,1997,23131685,87.2586,13368.22675
Americas,Venezuela,2002,25435671,88.45538,11593.79182
Americas,Venezuela,2007,27649363,88.72823,16992.37514
Americas,Venezuela,2012,29553826,88.84019,18551.879
Americas,Venezuela,2017,30565323,89.02877,12271.362
Asia,Afghanistan,1962,9404406,8.66266,2293.42252
Asia,Afghanistan,1967,10505959,10.16073,2395.48053
Asia,Afghanistan,1972,11853696,12.16198,2011.68454
Asia,Afghanistan,1977,13340756,14.7404,2174.25243
Asia,Afghanistan,1982,10991378,16.10738,2877.34176
Asia,Afghanistan,1987,11387818,16.9016,2921.86758
Asia,Afghanistan,1992,13278974,17.4882,2168.64015
Asia,Afghanistan,1997,18452091,18.09286,1562.46326
Asia,Afghanistan,2002,21378117,18.94125,1673.64821
Asia,Afghanistan,2007,25909852,20.59066,2132.60481
Asia,Afghanistan,2012,30560034,23.34344,2985.31914
Asia,Afghanistan,2017,35688935,24.83528,2952.99892
Asia,Australia,1962,10707236,82.22472,17004.21457
Asia,Australia,1967,11810519,83.63884,19592.00639
Asia,Australia,1972,13304896,85.69665,21998.01538
Asia,Australia,1977,14203508,85.97176,23020.05156
Asia,Australia,1982,15192485,85.63006,26227.51997
Asia,Australia,1987,16322269,85.35812,31944.80359
Asia,Australia,1992,17549288,85.39076,35729.37179
Asia,Australia,1997,18504912,85.19536,41271.92453
Asia,Australia,2002,19595355,85.28421,47144.6969
Asia,Australia,2007,20954549,85.89685,51853.37495
Asia,Australia,2012,22852644,86.44513,54237.59191
Asia,Australia,2017,24731038,87.12809,56684.64733
Asia,Bahrain,1962,179349,82.34977,8756.57756
Asia,Bahrain,1967,214189,80.95649,10978.08919
Asia,Bahrain,1972,242113,78.18718,14256.46868
Asia,Bahrain,1977,312823,79.33842,17767.33903
Asia,Bahrain,1982,386983,81.37601,20377.63053
Asia,Bahrain,1987,462854,85.98929,23158.10488
Asia,Bahrain,1992,547749,88.43773,33371.12659
Asia,Bahrain,1997,624005,88.04391,43775.31912
Asia,Bahrain,2002,752197,88.14279,50570.68669
Asia,Bahrain,2007,1057405,94.46051,52029.9827
Asia,Bahrain,2012,1216303,100,54516.84066
Asia,Bahrain,2017,1481995,100,53859.77496
Asia,Bangladesh,1962,54881146,5.46558,1249.0481
Asia,Bangladesh,1967,63510929,6.5302,1252.01908
Asia,Bangladesh,1972,71641519,8.08636,1091.25542
Asia,Bangladesh,1977,81867264,11.60271,1155.93461
Asia,Bangladesh,1982,92814507,16.00675,1325.03737
Asia,Bangladesh,1987,104959291,18.58429,1610.52954
Asia,Bangladesh,1992,115952192,20.64833,1948.11327
Asia,Bangladesh,1997,127198069,22.29534,2315.05622
Asia,Bangladesh,2002,138933658,24.11324,2775.91996
Asia,Bangladesh,2007,147989278,26.4153,3576.82402
Asia,Bangladesh,2012,155070101,28.4788,4592.04841
Asia,Bangladesh,2017,162186147,30.20158,6005.70719
Asia,Bhutan,1962,237636,2.56866,1176.81758
Asia,Bhutan,1967,278852,2.8337,1243.30231
Asia,Bhutan,1972,330264,4.09482,1237.09592
Asia,Bhutan,1977,391639,8.98522,1244.44752
Asia,Bhutan,1982,462485,13.85581,1616.01333
Asia,Bhutan,1987,540557,17.85428,2521.06454
Asia,Bhutan,1992,577774,21.74,3524.84225
Asia,Bhutan,1997,558697,25.46044,4626.78748
Asia,Bhutan,2002,624409,28.96309,5904.19659
Asia,Bhutan,2007,678641,32.17382,8164.68035
Asia,Bhutan,2012,717279,35.01886,11143.94454
Asia,Bhutan,2017,754335,37.86455,13482.34253
Asia,Brunei,1962,96719,47.42201,97353.17855
Asia,Brunei,1967,121017,59.01993,106864.1975
Asia,Brunei,1972,142189,63.53885,124035.1956
Asia,Brunei,1977,169277,60.9672,162217.3119
Asia,Brunei,1982,198165,59.3781,137338.3939
Asia,Brunei,1987,233860,62.73263,115504.0867
Asia,Brunei,1992,269839,67.12181,112469.0835
Asia,Brunei,1997,305341,69.83142,107334.5286
Asia,Brunei,2002,340099,72.10216,102751.4651
Asia,Brunei,2007,370873,74.43449,97391.78044
Asia,Brunei,2012,405557,75.27142,89718.46366
Asia,Brunei,2017,432772,74.84764,78966.8643
Asia,Cambodia,1962,5697558,10.27073,1998.39355
Asia,Cambodia,1967,6332944,10.47214,2267.36676
Asia,Cambodia,1972,6673886,29.36204,1931.71727
Asia,Cambodia,1977,5668551,5.55148,1837.9782
Asia,Cambodia,1982,5436432,13.17191,1838.69061
Asia,Cambodia,1987,6557970,14.72031,2171.52972
Asia,Cambodia,1992,8113083,16.40975,2515.66469
Asia,Cambodia,1997,11570982,18.18464,1657.01824
Asia,Cambodia,2002,12855241,18.80364,2152.3577
Asia,Cambodia,2007,13841770,19.40357,3305.02309
Asia,Cambodia,2012,14945085,23.9411,4159.16354
Asia,Cambodia,2017,16073372,35.01279,5632.03126
Asia,China,1962,665073691,17.32495,759.59164
Asia,China,1967,761026026,17.74042,899.03233
Asia,China,1972,863677814,17.13181,929.05209
Asia,China,1977,943546375,17.55112,917.7058
Asia,China,1982,1013588179,20.5655,1206.9491
Asia,China,1987,1096217446,25.31931,1865.27285
Asia,China,1992,1184574237,27.45987,2464.10795
Asia,China,1997,1241139622,31.90995,3664.53963
Asia,China,2002,1286866839,39.08978,4970.91269
Asia,China,2007,1325813582,45.88924,8108.53713
Asia,China,2012,1369520864,53.10031,12217.85432
Asia,China,2017,1412354727,60.24027,16757.97363
Asia,Fiji,1962,430536,28.9084,3672.61971
Asia,Fiji,1967,498873,33.86829,3861.89181
Asia,Fiji,1972,550499,36.02761,4824.11159
Asia,Fiji,1977,597805,37.31738,5353.40883
Asia,Fiji,1982,673414,37.98648,6018.67409
Asia,Fiji,1987,750540,39.02387,6121.43676
Asia,Fiji,1992,785346,43.03099,8179.73473
Asia,Fiji,1997,812139,46.80615,8896.03395
Asia,Fiji,2002,858049,48.77951,9678.79793
Asia,Fiji,2007,897832,50.64946,10041.97504
Asia,Fiji,2012,914918,53.03832,10537.69203
Asia,Fiji,2017,918759,55.74083,13090.50071
Asia,India,1962,457283090,18.14357,1310.28844
Asia,India,1967,511606372,19.01994,1337.65754
Asia,India,1972,570482142,20.27654,1341.57615
Asia,India,1977,640801103,22.35962,1432.58359
Asia,India,1982,720313473,24.03067,1571.25029
Asia,India,1987,808931270,25.02163,1916.3413
Asia,India,1992,902957070,25.98086,2385.24668
Asia,India,1997,999133762,26.96969,2840.73312
Asia,India,2002,1097600380,28.17569,3312.59814
Asia,India,2007,1190676021,29.78104,4410.92781
Asia,India,2012,1278674502,31.58989,5460.43769
Asia,India,2017,1359657400,33.18213,7326.60694
Asia,Indonesia,1962,93375850,15.05561,1823.5712
Asia,Indonesia,1967,106526393,16.06853,1599.87547
Asia,Indonesia,1972,122039841,17.45317,2048.56232
Asia,Indonesia,1977,138533541,20.13524,2485.8756
Asia,Indonesia,1982,156052152,23.57242,3065.40187
Asia,Indonesia,1987,173511154,27.76157,3902.79491
Asia,Indonesia,1992,190043744,32.6915,5529.30001
Asia,Indonesia,1997,206536095,38.74663,7104.00042
Asia,Indonesia,2002,222088495,43.78241,6514.41786
Asia,Indonesia,2007,237062337,47.7433,7870.61403
Asia,Indonesia,2012,252698525,51.15939,9708.61182
Asia,Indonesia,2017,267346658,54.4541,11772.57433
Asia,Iran,1962,22807907,35.28118,5844.0882
Asia,Iran,1967,26628432,38.85613,8573.26322
Asia,Iran,1972,30921179,43.34125,10998.90326
Asia,Iran,1977,35933181,47.75906,12944.20253
Asia,Iran,1982,44272141,51.39075,8510.34017
Asia,Iran,1987,53323493,54.82615,7676.83846
Asia,Iran,1992,61184983,57.85004,9877.93917
Asia,Iran,1997,63639638,62.11408,10422.00249
Asia,Iran,2002,68011317,65.92716,12020.63785
Asia,Iran,2007,74602648,68.80619,14503.56106
Asia,Iran,2012,79370580,71.76336,14202.55076
Asia,Iran,2017,85026754,74.40118,15108.10941
Asia,Iraq,1962,7413875,47.03845,6485.48693
Asia,Iraq,1967,8778869,53.69292,6816.24432
Asia,Iraq,1972,10430164,59.00902,7197.54834
Asia,Iraq,1977,12331046,63.47469,10969.42378
Asia,Iraq,1982,14406083,67.70454,11074.98558
Asia,Iraq,1987,16521049,70.19639,10683.17756
Asia,Iraq,1992,18300845,68.96658,4227.05031
Asia,Iraq,1997,22176593,67.48954,6405.16036
Asia,Iraq,2002,26006559,67.89381,10419.00416
Asia,Iraq,2007,28391607,68.71648,10821.91478
Asia,Iraq,2012,33654842,69.22222,13357.01439
Asia,Iraq,2017,39337353,69.89445,14417.63069
Asia,Israel,1962,2040961,78.84509,9979.40915
Asia,Israel,1967,2538657,82.52347,11313.69674
Asia,Israel,1972,3079401,85.34252,16324.58914
Asia,Israel,1977,3479618,87.69566,16222.10484
Asia,Israel,1982,3883632,89.37659,19312.71168
Asia,Israel,1987,4236869,90.12912,23248.23726
Asia,Israel,1992,4957238,90.60999,27253.59688
Asia,Israel,1997,5646473,91.01831,31006.38818
Asia,Israel,2002,6387720,91.4445,32038.41724
Asia,Israel,2007,6962455,91.71364,36342.26407
Asia,Israel,2012,7607780,91.72765,39299.35155
Asia,Israel,2017,8361797,91.67011,42947.05867
Asia,Japan,1962,98076405,65.23381,8532.18843
Asia,Japan,1967,102965527,69.52768,12245.6889
Asia,Japan,1972,109238955,73.67891,17500.49352
Asia,Japan,1977,115574277,76.03334,18856.07167
Asia,Japan,1982,119485775,76.34749,23265.83629
Asia,Japan,1987,121943587,76.9403,29468.55332
Asia,Japan,1992,124383708,77.6108,37743.31866
Asia,Japan,1997,126265929,78.23189,39748.99432
Asia,Japan,2002,127484598,80.54699,39564.31383
Asia,Japan,2007,128087682,88.27014,42413.86819
Asia,Japan,2012,127928285,91.02653,41596.9238
Asia,Japan,2017,127064690,91.54984,44505.27926
Asia,Jordan,1962,940554,44.36508,5383.95916
Asia,Jordan,1967,1271183,48.36734,6242.23877
Asia,Jordan,1972,1714555,52.3957,4758.02782
Asia,Jordan,1977,2019002,56.80836,5408.35226
Asia,Jordan,1982,2426927,62.50954,8796.56723
Asia,Jordan,1987,3047634,70.74144,9259.1037
Asia,Jordan,1992,4127693,77.20938,7956.15672
Asia,Jordan,1997,5046285,78.26894,8033.70227
Asia,Jordan,2002,5616066,78.29729,8899.22011
Asia,Jordan,2007,6827227,79.33583,10320.72267
Asia,Jordan,2012,7587127,84.95926,11086.02994
Asia,Jordan,2017,10234226,90.87646,9339.8104
Asia,Kazakhstan,1962,10058928,46.04248,10911.41473
Asia,Kazakhstan,1967,11584428,49.0194,13324.1861
Asia,Kazakhstan,1972,12951798,51.25132,15476.3681
Asia,Kazakhstan,1977,14353265,52.94952,16541.97446
Asia,Kazakhstan,1982,15492595,55.06966,15663.11674
Asia,Kazakhstan,1987,16527715,57.07449,15822.14626
Asia,Kazakhstan,1992,17332625,57.07851,13868.80771
Asia,Kazakhstan,1997,16043251,56.48873,11206.03342
Asia,Kazakhstan,2002,15656677,55.50459,15912.74277
Asia,Kazakhstan,2007,16257214,54.23462,24348.27497
Asia,Kazakhstan,2012,17306106,54.69208,28881.24176
Asia,Kazakhstan,2017,18651931,57.45864,31524.44163
Asia,Kiribati,1962,49538,17.03296,3443.15552
Asia,Kiribati,1967,54996,22.8936,3908.81386
Asia,Kiribati,1972,59778,25.09662,4400.13665
Asia,Kiribati,1977,60267,30.49553,5048.82951
Asia,Kiribati,1982,63134,32.88622,2477.3581
Asia,Kiribati,1987,69733,34.09452,2168.42163
Asia,Kiribati,1992,77641,35.48834,2506.22638
Asia,Kiribati,1997,84147,38.60301,2451.99965
Asia,Kiribati,2002,92264,43.49855,2372.64843
Asia,Kiribati,2007,102068,44.62121,2297.18898
Asia,Kiribati,2012,112284,49.58008,2242.01379
Asia,Kiribati,2017,120275,52.97347,2822.66919
Asia,Kuwait,1962,384995,77.24279,49800.41204
Asia,Kuwait,1967,628089,79.57636,70398.52158
Asia,Kuwait,1972,920352,83.53646,101558.8449
Asia,Kuwait,1977,1258023,91.83825,58968.13539
Asia,Kuwait,1982,1662480,96.50267,33877.99251
Asia,Kuwait,1987,2052994,97.94754,34961.77712
Asia,Kuwait,1992,1634961,97.98894,34188.16891
Asia,Kuwait,1997,1787683,98.32532,57809.75925
Asia,Kuwait,2002,2059974,99.50903,58629.24067
Asia,Kuwait,2007,2507887,100,80178.19205
Asia,Kuwait,2012,3337025,100,64908.26275
Asia,Kuwait,2017,4154685,100,52285.58712
Asia,Kyrgyz Republic,1962,2367294,35.19726,5791.364
Asia,Kyrgyz Republic,1967,2780169,36.90055,6407.10232
Asia,Kyrgyz Republic,1972,3173944,37.77052,7012.04023
Asia,Kyrgyz Republic,1977,3514121,38.25082,6964.49096
Asia,Kyrgyz Republic,1982,3882811,38.26954,6663.11898
Asia,Kyrgyz Republic,1987,4238467,38.19061,5999.58548
Asia,Kyrgyz Republic,1992,4600310,37.36718,4968.25684
Asia,Kyrgyz Republic,1997,4847993,35.55313,3529.73246
Asia,Kyrgyz Republic,2002,5116254,35.31187,3829.19618
Asia,Kyrgyz Republic,2007,5313368,35.29549,4581.30527
Asia,Kyrgyz Republic,2012,5696519,35.21892,4993.39432
Asia,Kyrgyz Republic,2017,6220150,34.99808,5861.222
Asia,Lao,1962,2219910,7.97838,961.96221
Asia,Lao,1967,2487715,8.57046,989.52352
Asia,Lao,1972,2801660,10.18727,1033.62209
Asia,Lao,1977,3118923,11.59321,1122.45286
Asia,Lao,1982,3450026,12.92703,1482.08728
Asia,Lao,1987,3957612,14.37206,1746.2521
Asia,Lao,1992,4559646,15.92551,2088.17962
Asia,Lao,1997,5152011,18.84827,2604.67054
Asia,Lao,2002,5610889,24.52478,3163.07732
Asia,Lao,2007,6056236,28.73431,4129.17689
Asia,Lao,2012,6518978,31.74228,5608.96956
Asia,Lao,2017,7018147,34.51153,7432.45963
Asia,Lebanon,1962,1909578,44.97819,8570.15281
Asia,Lebanon,1967,2206731,54.39153,8966.51523
Asia,Lebanon,1972,2509729,62.53053,11872.46036
Asia,Lebanon,1977,2762155,70.18168,6518.11345
Asia,Lebanon,1982,3054931,77.06245,4781.96844
Asia,Lebanon,1987,3385555,81.82165,11854.01553
Asia,Lebanon,1992,3747371,84.16543,8115.19841
Asia,Lebanon,1997,4108405,85.59588,11070.09395
Asia,Lebanon,2002,4463504,86.29428,11930.2893
Asia,Lebanon,2007,4844118,87.10249,13987.73909
Asia,Lebanon,2012,5235742,88.01951,17323.30138
Asia,Lebanon,2017,6160128,89.05192,16128.58382
Asia,Malaysia,1962,8380172,26.82283,3071.71125
Asia,Malaysia,1967,9507099,28.45529,3395.26127
Asia,Malaysia,1972,10676835,30.13796,4393.21452
Asia,Malaysia,1977,12035713,32.39332,5703.18826
Asia,Malaysia,1982,13832798,36.19095,7752.60107
Asia,Malaysia,1987,16276737,44.02406,9005.60026
Asia,Malaysia,1992,18834572,51.86286,13293.57097
Asia,Malaysia,1997,21375218,58.50081,18456.55072
Asia,Malaysia,2002,24102477,64.05637,18678.23787
Asia,Malaysia,2007,26998389,68.76497,22333.7585
Asia,Malaysia,2012,29662831,71.96801,25006.35878
Asia,Malaysia,2017,32355644,74.23548,29551.54576
Asia,Maldives,1962,95802,11.42539,2729.40117
Asia,Maldives,1967,112528,11.32951,3039.71142
Asia,Maldives,1972,130968,13.47169,3231.59194
Asia,Maldives,1977,151930,20.17369,2963.9537
Asia,Maldives,1982,174333,24.33503,4584.41723
Asia,Maldives,1987,203944,25.7284,7430.21404
Asia,Maldives,1992,238543,25.71703,9145.30985
Asia,Maldives,1997,267707,26.02596,12113.61825
Asia,Maldives,2002,291616,29.88817,13586.38972
Asia,Maldives,2007,324479,35.43408,17375.84649
Asia,Maldives,2012,386818,37.47596,17390.14752
Asia,Maldives,2017,458287,39.32788,20036.71655
Asia,Marshall Islands,1962,15755,37.37629,2382.16432
Asia,Marshall Islands,1967,18655,45.6,2676.03951
Asia,Marshall Islands,1972,23992,59.92575,3004.92475
Asia,Marshall Islands,1977,27906,60.45725,3118.46931
Asia,Marshall Islands,1982,33397,60.60133,2827.5803
Asia,Marshall Islands,1987,40828,66.08038,3611.10581
Asia,Marshall Islands,1992,46388,67.30389,4021.68972
Asia,Marshall Islands,1997,49259,67.73008,3887.95484
Asia,Marshall Islands,2002,51425,69.03808,4126.32541
Asia,Marshall Islands,2007,52035,71.7942,4222.31016
Asia,Marshall Islands,2012,51419,74.27051,4244.04434
Asia,Marshall Islands,2017,46529,76.22531,5199.34448
Asia,"Micronesia, Fed. Sts.",1962,46218,23.50682,1888.27595
Asia,"Micronesia, Fed. Sts.",1967,53846,24.60595,2057.74906
Asia,"Micronesia, Fed. Sts.",1972,62278,25.4965,2200.99377
Asia,"Micronesia, Fed. Sts.",1977,70753,26.25675,3261.35802
Asia,"Micronesia, Fed. Sts.",1982,82219,26.45217,2924.04313
Asia,"Micronesia, Fed. Sts.",1987,94844,26.24859,3169.21673
Asia,"Micronesia, Fed. Sts.",1992,104806,25.81109,3492.34125
Asia,"Micronesia, Fed. Sts.",1997,111071,23.83058,3411.68707
Asia,"Micronesia, Fed. Sts.",2002,112448,22.33,3759.02757
Asia,"Micronesia, Fed. Sts.",2007,109880,22.32083,3751.28828
Asia,"Micronesia, Fed. Sts.",2012,107890,22.29426,3878.11227
Asia,"Micronesia, Fed. Sts.",2017,109481,22.3324,3811.78965
Asia,Mongolia,1962,1041444,40.28066,1687.46261
Asia,Mongolia,1967,1196996,43.24049,2083.32352
Asia,Mongolia,1972,1366821,46.43267,2476.62663
Asia,Mongolia,1977,1576245,50.19486,3088.09179
Asia,Mongolia,1982,1785364,53.80288,4045.63014
Asia,Mongolia,1987,2022800,56.8069,5075.29726
Asia,Mongolia,1992,2239123,56.94769,4364.97175
Asia,Mongolia,1997,2389128,56.6995,5086.85049
Asia,Mongolia,2002,2500075,58.13101,5913.39851
Asia,Mongolia,2007,2607965,65.25907,8729.25736
Asia,Mongolia,2012,2795459,67.95228,12078.91853
Asia,Mongolia,2017,3104364,67.92606,14401.53751
Asia,Myanmar,1962,22704719,19.97793,1038.27886
Asia,Myanmar,1967,25406429,22.26222,952.37483
Asia,Myanmar,1972,28428324,23.77862,994.92622
Asia,Myanmar,1977,31355966,24.33484,1058.93353
Asia,Myanmar,1982,34482965,24.73185,1219.1142
Asia,Myanmar,1987,37971594,25.34927,1065.51089
Asia,Myanmar,1992,40950342,26.1312,992.47317
Asia,Myanmar,1997,43708798,27.00125,1189.08128
Asia,Myanmar,2002,46232653,27.88497,1771.33976
Asia,Myanmar,2007,48125043,28.70791,3028.21296
Asia,Myanmar,2012,49837446,29.39563,4340.99945
Asia,Myanmar,2017,51894938,29.90517,5877.87466
Asia,Nauru,1962,4979,100,23459.9373
Asia,Nauru,1967,6135,100,43621.17425
Asia,Nauru,1972,6812,100,64073.69737
Asia,Nauru,1977,7163,100,60386.88577
Asia,Nauru,1982,8040,100,48203.66647
Asia,Nauru,1987,8946,100,37048.80716
Asia,Nauru,1992,10021,100,20392.66388
Asia,Nauru,1997,10197,100,11725.87291
Asia,Nauru,2002,10082,100,7634.92083
Asia,Nauru,2007,10020,100,6123.69092
Asia,Nauru,2012,10267,100,9766.46483
Asia,Nauru,2017,11324,100,10763.82305
Asia,Nepal,1962,10521116,3.62075,1175.92858
Asia,Nepal,1967,11652716,3.78226,1185.36747
Asia,Nepal,1972,12989099,4.33462,1157.86243
Asia,Nepal,1977,14499175,10.53581,1171.85307
Asia,Nepal,1982,16297987,16.11224,1306.97091
Asia,Nepal,1987,18250505,18.31981,1519.12271
Asia,Nepal,1992,20609707,21.16961,1881.16598
Asia,Nepal,1997,23219463,26.58677,2150.13721
Asia,Nepal,2002,25328981,35.03589,2368.99727
Asia,Nepal,2007,26788492,53.38274,2702.77225
Asia,Nepal,2012,27534915,63.65584,3316.50074
Asia,Nepal,2017,28011258,65.57689,4071.70432
Asia,New Zealand,1962,2484405,64.85839,18530.08903
Asia,New Zealand,1967,2723419,71.30097,19835.47578
Asia,New Zealand,1972,2919258,81.93149,21399.05348
Asia,New Zealand,1977,3140133,83.0524,21207.32824
Asia,New Zealand,1982,3185123,83.56939,24445.75391
Asia,New Zealand,1987,3299443,84.05326,28568.85649
Asia,New Zealand,1992,3532244,85.08068,28738.24334
Asia,New Zealand,1997,3776950,85.53957,33413.29993
Asia,New Zealand,2002,3951119,85.80616,37904.08537
Asia,New Zealand,2007,4223266,85.92918,42350.36139
Asia,New Zealand,2012,4411676,85.7777,42570.33328
Asia,New Zealand,2017,4812752,84.1701,46193.28848
Asia,North Korea,1962,12262882,43.74138,1410.18094
Asia,North Korea,1967,13958350,50.48889,1561.96799
Asia,North Korea,1972,15975069,55.56876,1813.41859
Asia,North Korea,1977,17492798,56.79587,2332.1885
Asia,North Korea,1982,18776357,57.07904,2550.12032
Asia,North Korea,1987,20205483,57.88801,2636.94563
Asia,North Korea,1992,21750911,58.74918,2222.20632
Asia,North Korea,1997,23110830,59.22666,1642.80395
Asia,North Korea,2002,23943973,59.54194,1710.91213
Asia,North Korea,2007,24646383,59.92691,1706.62299
Asia,North Korea,2012,25211728,60.67811,1706.01735
Asia,North Korea,2017,25817709,61.82061,1684.82459
Asia,Oman,1962,549941,18.73038,2300.66227
Asia,Oman,1967,613318,27.0144,3709.38908
Asia,Oman,1972,700593,37.56819,8312.96356
Asia,Oman,1977,855314,48.83951,10972.48201
Asia,Oman,1982,1117678,59.27614,15079.45026
Asia,Oman,1987,1500996,67.32588,21215.81784
Asia,Oman,1992,1938238,71.43649,29900.85522
Asia,Oman,1997,2190720,71.61803,37467.24815
Asia,Oman,2002,2337140,71.50133,41867.99254
Asia,Oman,2007,2570174,73.06793,43898.2691
Asia,Oman,2012,3547106,76.08816,41964.08286
Asia,Oman,2017,4537396,78.31423,38691.10771
Asia,Pakistan,1962,48156128,22.93422,1272.18008
Asia,Pakistan,1967,55214768,24.14152,1467.68077
Asia,Pakistan,1972,63583194,25.34603,1598.44019
Asia,Pakistan,1977,73901827,27.05531,1710.84724
Asia,Pakistan,1982,89089246,28.67999,2200.47243
Asia,Pakistan,1987,105130717,30.015,2814.82106
Asia,Pakistan,1992,123546848,31.22582,3465.33893
Asia,Pakistan,1997,142531804,32.36476,3554.79376
Asia,Pakistan,2002,163222549,33.38571,3646.92199
Asia,Pakistan,2007,184493231,34.26831,4306.74362
Asia,Pakistan,2012,207667125,35.21602,4292.0211
Asia,Pakistan,2017,223273967,36.43515,5031.56061
Asia,Palau,1962,9793,47.57595,22688.47876
Asia,Palau,1967,10988,55.12257,29238.47975
Asia,Palau,1972,12194,59.84476,35826.69784
Asia,Palau,1977,12525,61.59339,43571.55408
Asia,Palau,1982,12694,64.24805,18688.92761
Asia,Palau,1987,14334,68.66661,14803.53359
Asia,Palau,1992,15989,70.4277,16973.22674
Asia,Palau,1997,18108,70.76523,17568.19465
Asia,Palau,2002,19503,72.3817,17071.35331
Asia,Palau,2007,19302,79.0196,18177.88694
Asia,Palau,2012,17765,81.12857,18219.69799
Asia,Palau,2017,17812,79.82846,19237.92655
Asia,Palestine,1962,1109340,45.88837,2458.44945
Asia,Palestine,1967,1135820,51.46373,2777.53372
Asia,Palestine,1972,1164750,57.14764,3496.45651
Asia,Palestine,1977,1352713,60.72803,3810.77778
Asia,Palestine,1982,1560990,62.79738,4086.82611
Asia,Palestine,1987,1876759,64.35548,3808.20964
Asia,Palestine,1992,2324693,66.10381,4111.03744
Asia,Palestine,1997,2859575,68.73518,4775.5471
Asia,Palestine,2002,3322364,75.49787,3572.22475
Asia,Palestine,2007,3736691,82.59613,4805.25922
Asia,Palestine,2012,4215313,84.54651,6009.10926
Asia,Palestine,2017,4742743,85.37823,6426.79522
Asia,Papua New Guinea,1962,2093919,4.17464,1500.02852
Asia,Papua New Guinea,1967,2337532,6.62805,1951.75289
Asia,Papua New Guinea,1972,2628432,11.67503,2561.05698
Asia,Papua New Guinea,1977,2940327,13.12909,2515.00651
Asia,Papua New Guinea,1982,3264291,13.25747,2740.96849
Asia,Papua New Guinea,1987,3632543,14.84794,3208.81915
Asia,Papua New Guinea,1992,4166699,15.16954,3647.2562
Asia,Papua New Guinea,1997,4987883,13.74917,3875.17791
Asia,Papua New Guinea,2002,5924003,13.15307,3127.237
Asia,Papua New Guinea,2007,6963345,13.03245,3363.92381
Asia,Papua New Guinea,2012,8081390,13.01438,3577.45177
Asia,Papua New Guinea,2017,9178714,13.52496,4322.22282
